Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
HUSA,Houston American Energy Corporation,1.045,USD,-4.12844037,61746,0.17113233,16392427.01376147,USD,,-0.7279,USD,-147.2486413,0,Energy minerals,
HWH,HWH International Inc.,1.87,USD,3.88888889,104259,0.31666235,12110905.4,USD,,-0.9864,USD,-408.25,0,Finance,
HXBM,"Helix BioMedix, Inc.",7.19,USD,0,127,0.54788611,1615650,USD,,,,,0,Health technology,
HYEX,HEALTHY EXTRACTS INC.,1.5,USD,0,600,0.72455018,4484109,USD,,-0.2662,USD,62.65432099,0,Health technology,
HYFM,"Hydrofarm Holdings Group, Inc.",3.96,USD,-13.7254902,56481,2.02856024,18273190.50980392,USD,,-14.04,USD,25.00801196,0,Producer manufacturing,Neutral
HYMC,Hycroft Mining Holding Corporation,2.49,USD,6.41025641,68485,0.45257735,61636687.46153847,USD,,-2.7171,USD,4.9965035,0,Non-energy minerals,Neutral
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund,6.21,USD,1.80327869,20576,0.33703025,67212200,USD,5.33642691,1.1637,USD,2899.22680412,13.1967,Miscellaneous,
IBIO,"iBio, Inc.",6.2105,USD,4.37815126,348139,0.25848775,61326671.95789915,USD,,-2.6962,USD,89.71873522,0,Health technology,Strong buy
IBO,"Impact BioMedical, Inc.",1.4,USD,-2.77777778,8157,0.52533618,16105541.66666667,USD,15.6774916,0.0893,USD,,0,Electronic technology,
ICAD,icad inc.,2.2826,USD,-2.45299145,60591,0.16747829,60580269.35649573,USD,,-0.129,USD,67.34177215,0,Health technology,Strong buy
ICCC,ImmuCell Corporation,5.11,USD,-1.73076923,415,0.06763143,45538216.05576923,USD,,-0.2809,USD,62.31553528,0,Health technology,
ICCM,IceCure Medical Ltd.,1.341,USD,3.15384615,105279,0.3000324,75859026.93692307,USD,,-0.286,USD,37.6498801,0,Health technology,Strong buy
ICLK,iClick Interactive Asia Group Limited,7.06,USD,8.78274268,30361,0.33602685,57320401,USD,,-1.1714,USD,93.54159315,0,Commercial services,
ICMB,"Investcorp Credit Management BDC, Inc.",3.22,USD,0.155521,2392,0.07962504,46315900,USD,11.05010295,0.2914,USD,,14.93,Finance,
ICR/PA,"InPoint Commercial Real Estate Income, Inc. 6.75% Series A Cumulative Redeemable Preferred Stock",19.98,USD,-0.05002501,105,0.03211893,68503998,USD,46.93446089,0.4257,USD,,11.7225,Finance,
ICRP,INPOINT COML REAL ESTATE INCOME INC,8,USD,-8.04597701,2600,,68504000,USD,18.79257693,0.4257,USD,,11.7225,Finance,
ICU,SeaStar Medical Holding Corporation,1.6706,USD,-1.72941176,16924,0.11469318,14564778.22211765,USD,,-12.0364,USD,84.28863261,0,Health technology,Strong buy
IDAI,T Stamp Inc.,2.1599,USD,4.34299517,120881,1.18002563,5268531.37956522,USD,,-0.8638,USD,48.03272771,0,Technology services,Strong buy
IDN,"Intellicheck, Inc.",2.45,USD,2.08333333,9193,0.22602607,48417661.54166668,USD,,-0.0331,USD,80.84490741,0,Technology services,Neutral
IDXG,"Interpace Biosciences, Inc.",1.15,USD,-8,796,0.13904416,5065514,USD,1.07526882,1.0695,USD,,0,Health technology,
IEHC,IEH Corp.,7.805,USD,-0.44642857,500,0.1066917,18601273,USD,18.69461078,0.4175,USD,,0,Electronic technology,
IFBD,"Infobird Co., Ltd",1.46,USD,4.28571429,3953,0.12282501,2900982.45714286,USD,1.37774842,1.0597,USD,,0,Technology services,
IFRX,InflaRx N.V.,1.24,USD,0.81300813,34427,0.07601048,83245256.71544716,USD,,-1.0476,USD,-40.59857737,0,Health technology,Strong buy
IGMS,"IGM Biosciences, Inc.",1.35,USD,1.5037594,47107,0.23060851,80276646.65413533,USD,,-3.6485,USD,26.88816304,0,Health technology,Neutral
IGTA,Inception Growth Acquisition Limited,11.55,USD,0,150,0.10295834,45064451,USD,88.23529412,0.1309,USD,58.09178744,0,Finance,
IHD,Voya Emerging Markets High Income Dividend Equity Fund,5.29,USD,0.95419847,10398,0.08920888,97083100,USD,6.05401694,0.8738,USD,367.77301927,12.9771,Miscellaneous,
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,2.6775,USD,0.66546357,439,0.17437242,31782690,USD,,-0.0992,USD,-291.13680154,0.751936,Finance,
IKNA,"Ikena Oncology, Inc.",1.32,USD,-2.22222222,17489,0.23274352,53141103.64444444,USD,,-1.2388,USD,23.33209556,0,Health technology,Buy
IMAQ,International Media Acquisition Corp.,10.51,USD,0,259,0.40092879,71852606,USD,,-0.0986,USD,-13.33333333,0,Finance,
IMMX,"Immix Biopharma, Inc.",1.6716,USD,2.55214724,26065,0.37966239,45981765.69128835,USD,,-0.8754,USD,6.26405397,0,Health technology,Strong buy
IMPP,Imperial Petroleum Inc.,2.415,USD,0.20746888,22131,0.10526151,73250960.30290456,USD,1.56767283,1.5405,USD,-95.79569335,0,Transportation,Strong buy
IMRX,Immuneering Corporation,1.485,USD,0.33783784,48756,0.18560732,46109915.23986486,USD,,-1.9665,USD,-5.05368877,0,Health technology,Buy
IMTE,Integrated Media Technology Limited,1.18,USD,7.27272727,7089,1.38530084,4049092.76363636,USD,,-8.1689,USD,-4557.29760547,0,Electronic technology,
INBS,Intelligent Bio Solutions Inc.,2.142,USD,5,11802,0.04274088,14520268.35,USD,,-3.4379,USD,57.43382116,0,Health services,
INDO,Indonesia Energy Corporation Limited,2.565,USD,0.1953125,35280,0.1740918,34885328.58984376,USD,,-0.3077,USD,62.46645523,0,Energy minerals,
INFT,Infinity Bancorp,10.34,USD,-0.09661836,800,0.22117777,34121998.98627451,USD,,,,,2.7451,Finance,
INHD,Inno Holdings Inc.,4.5733,USD,1.62888889,1056,0.2805526,20170457.3306,USD,,-1.3692,USD,,0,Producer manufacturing,
INKT,"MiNK Therapeutics, Inc.",8.09,USD,-0.12345679,1084,0.09114835,32060995.59753087,USD,,-3.8648,USD,46.73796202,0,Health technology,Strong buy
INLF,INLIF LIMITED,1.72,USD,-2.82485876,44654,0.08343108,24940000,USD,,,,,0,Producer manufacturing,
INLX,"Intellinetics, Inc.",11.76,USD,0,4864,0.76114171,49754284,USD,,-0.1121,USD,-172.65068049,0,Technology services,Strong buy
INM,InMed Pharmaceuticals Inc.,2.6,USD,-1.70132325,27025,0.47149402,3138683.6294896,USD,,-14.2795,USD,56.71803297,0,Health technology,
INO,"Inovio Pharmaceuticals, Inc.",1.97,USD,1.02564103,103710,0.14413137,71116983.83589743,USD,,-4.4847,USD,40.69818182,0,Health technology,Buy
INTE,Integral Acquisition Corporation 1,11.1,USD,0,280,0.02475707,35938137.63821318,USD,,-0.315,USD,-198.25327511,0,Finance,
INTG,The Intergroup Corporation,11.64,USD,4.30107527,2350,1.22753865,25086633.34408602,USD,,-4.6556,USD,8.17900321,0,Consumer services,
INTS,"Intensity Therapeutics, Inc.",2.29,USD,3.6199095,10082,0.51273966,34589983.71040724,USD,,-1.1841,USD,-76.78411466,0,Health technology,Strong buy
INTT,inTest Corporation,7.925,USD,0.18963338,2877,0.06807325,98068509.63021491,USD,44.8500283,0.1767,USD,-82.8878559,0,Electronic technology,Strong buy
INVE,"Identiv, Inc.",3.455,USD,0.14492754,11249,0.15908821,82523302.90869564,USD,,-1.1465,USD,-447.25536993,0,Electronic technology,Strong buy
INZY,"Inozyme Pharma, Inc.",1.17,USD,4.46428571,84097,0.14417502,75161029.82142857,USD,,-1.5514,USD,-3.58549776,0,Health technology,Strong buy
IOR,"Income Opportunity Realty Investors, Inc.",17.2,USD,0,502,0.21341723,70710830,USD,11.74783143,1.4641,USD,5.30063291,0,Finance,
IPM,Intelligent Protection Management Corp.,2.015,USD,6.05263158,5896,0.27902266,18612528.48684211,USD,,-0.3489,USD,-151.73160173,0,Technology services,Strong buy
IPWR,Ideal Power Inc.,5.52,USD,0.54644809,5148,0.12504342,44975719.2568306,USD,,-1.2973,USD,19.31712171,0,Electronic technology,
IRAA,Iris Acquisition Corp,10.1,USD,-13.60136869,301,0.04047766,71452222,USD,,-0.3486,USD,-282.65642151,0,Finance,
IRD,"Opus Genetics, Inc.",1.04,USD,4,52904,0.35140905,32831195.28,USD,,-1.0869,USD,-182.63514027,0,Health technology,Strong buy
IRIX,IRIDEX Corporation,1.26,USD,1.61290323,926,0.02059696,20961840.62903226,USD,,-0.6764,USD,-40.04140787,0,Health technology,
IROH,Iron Horse Acquisitions Corp.,10.48,USD,0,1105,0.06338771,92926200,USD,67.5257732,0.1552,USD,,0,Finance,
ISPC,iSpecimen Inc.,1.455,USD,-1.68918919,19272,0.00718271,1400637.07094595,USD,,-18.9346,USD,16.31042042,0,Commercial services,
ISPO,Inspirato Incorporated,3.714,USD,-5.25510204,2485,0.10110462,42874897.30408164,USD,,-2.1427,USD,85.93493587,0,Consumer services,Neutral
ITEX,ITEX Corp.,4.29,USD,-3.89784946,1000,1.6526194,7493304.53793104,USD,11.65127648,0.3682,USD,-31.00993067,4.5977,Finance,
ITRM,Iterum Therapeutics plc,1.377,USD,2,41082,0.13187118,47618595.95999999,USD,,-1.3127,USD,55.66550711,0,Health technology,
IVCA,Investcorp AI Acquisition Corp.,12,USD,0,629,1.09353268,95329559.2546584,USD,51.2382579,0.2342,USD,-26.78962176,0,Finance,
IVDA,"Iveda Solutions, Inc.",2.24,USD,7.17703349,8786,0.14352996,6290078.62200957,USD,,-1.5977,USD,-1.01156983,0,Electronic technology,
IVP,"Inspire Veterinary Partners, Inc.",1.985,USD,2.31958763,11094,0.20528744,3246638.37371134,USD,,-1229.9342,USD,70.51030217,0,Process industries,
IXAQF,IX Acquisition Corp.,11.79,USD,0.16992353,209,0.06817811,86778797,USD,,-0.2219,USD,-149.91003149,0,Finance,
IXHL,Incannex Healthcare Inc.,1.18,USD,1.28755365,3580,0.09899621,21074453.59656652,USD,,-1.4286,USD,-3535.11450382,0,Health technology,
IZEA,"IZEA Worldwide, Inc.",2.265,USD,-2.78969957,2359,0.05953387,38429594.94206009,USD,,-0.9439,USD,-117.83983383,0,Commercial services,Strong buy
IZM,ICZOOM Group Inc.,1.44,USD,3.5971223,48570,0.85684346,15841954.87769784,USD,,-0.2182,USD,-228.65566038,0,Retail trade,
JCSE,JE Cleantech Holdings Limited,1.25,USD,-8.75912409,7197,0.72760911,6258327,USD,10.06441224,0.1242,USD,94.36619718,7.2,Producer manufacturing,
JCTC,Jewett-Cameron Trading Company,4.38,USD,-2.44988864,7279,0.80511896,15409361,USD,,-0.3505,USD,-191.20478793,0,Distribution services,
JEQ,"abrdn Japan Equity Fund, Inc.",5.87,USD,0.85910653,4894,0.14067948,80597100,USD,4.3022574,1.3644,USD,199.01380671,8.0756,Miscellaneous,
JFBR,Jeffs' Brands Ltd,1.44,USD,0.6993007,6507,0.1351618,1035888.67132867,USD,,-3.0173,USD,-1000,0,Consumer durables,
JFU,9F Inc.,1.55,USD,0.00645203,6288,0.88059827,18247489,USD,16.47183847,0.0941,USD,,0,Technology services,
JG,Aurora Mobile Limited,10.3813,USD,-3.33985102,16449,0.14944561,63499143,USD,,-0.5554,USD,69.80044587,0,Technology services,
JL,J-Long Group Limited,4.24,USD,0.95238095,13965,0.17642288,13313600,USD,623.52941176,0.0068,USD,,0,Distribution services,
JMM,Nuveen Multi-Market Income Fund (MA),6.249,USD,-1.59055118,4358,0.57508577,59130200,USD,15.75245778,0.3967,USD,139.5531401,5.28085,Miscellaneous,
JMTM,"James Maritime Holdings, Inc.",4.5,USD,-9.81963928,200,1.20481928,40731430.00000001,USD,,-0.5399,USD,-75.52015605,,Retail trade,
JNVR,Janover Inc.,4,USD,0,582,0.10409401,5656820,USD,,-2.9492,USD,-78.28557611,0,Finance,
JRSH,"Jerash Holdings (US), Inc.",3.56,USD,0.28169014,1704,0.12149386,43769629.3971831,USD,,-0.3085,USD,-338.21022727,5.6338,Consumer non-durables,Strong buy
JSPR,"Jasper Therapeutics, Inc.",5.75,USD,3.97830018,69217,0.17524258,86377207.05244122,USD,,-4.8655,USD,21.398685,0,Health technology,Strong buy
JTAI,Jet.AI Inc.,5.7501,USD,2.13321492,53601,0.00289434,12428934.09122558,USD,,-238.0412,USD,-130.39195665,0,Transportation,Strong buy
JTNB,JTNB Bancorp Inc.,13.3,USD,-0.37453184,101,0.09678038,12561783.74358975,USD,,,,,3.95604,Finance,
JUNE,Junee Limited,3.9,USD,-0.25575448,535,0.04420355,50611726.34271099,USD,,,,,0,Miscellaneous,
JUVF,Juniata Valley Financial Corp.,13.1,USD,1.94552529,254,0.18618971,65544327.97687861,USD,10.51533151,1.2458,USD,-4.90076336,6.78227,Finance,
JVA,"Coffee Holding Co., Inc.",7.19,USD,8.77458396,217928,1.02003295,41044828.5612708,USD,18.50707851,0.3885,USD,,0,Consumer non-durables,
JVSA,JVSPAC Acquisition Corp.,10.63,USD,-0.46816479,457,0.00755162,81704800.00000001,USD,59.51847704,0.1786,USD,,0,Finance,
JWEL,Jowell Global Ltd.,2.67,USD,-3.6101083,1431,0.51099843,5795168.49097473,USD,,-3.7351,USD,-9.20387101,0,Distribution services,
JXG,JX Luxventure Group Inc.,2.4395,USD,6.52838428,4031,0.19670227,3697788.77358079,USD,4.33380707,0.5629,USD,,0,Consumer non-durables,
JZXN,"Jiuzi Holdings, Inc.",4.58,USD,6.75990676,28472,0.33200711,47667923.64102563,USD,,,,,0,Retail trade,
KACLF,Kairous Acquisition Corp.,12.43,USD,-1.58353127,784,0.83859236,39340178.27962086,USD,,-0.0365,USD,-178.6637931,0,Finance,
KALA,"KALA BIO, Inc.",7.5847,USD,9.60549133,39346,1.14477076,46199790.92130058,USD,,-12.4727,USD,70.70471958,0,Health technology,Strong buy
KAPA,"Kairos Pharma, Ltd.",1.11,USD,0.90909091,7565,0.06127128,15207403.63636364,USD,,-0.2134,USD,-207.93650794,0,Health technology,Strong buy
KBSX,FST Corp.,5.9,USD,7.27272727,137,0.02026148,40028142.36363637,USD,,-0.5484,USD,-214.27380704,0,Finance,
KDLY,"Kindly MD, Inc.",1.7192,USD,-0.04651163,5873,0.01324601,10276518,USD,,-0.4938,USD,-69.57417582,0,Health services,
KFFB,Kentucky First Federal Bancorp,3.0924,USD,1.72368421,674,0.28311001,25007357,USD,,-0.1468,USD,-239.03002309,0,Finance,
KIRK,"Kirkland's, Inc.",1.28,USD,-1.15830116,17066,0.13527921,16790965.86872587,USD,,,,,0,Retail trade,Neutral
KLNG,"Koil Energy Solutions, Inc.",2.16,USD,1.88679245,44082,1.97824389,26758517,USD,22.47658689,0.0961,USD,,0,Industrial services,
KLXE,"KLX Energy Services Holdings, Inc.",4.1,USD,-2.8436019,62359,0.29578322,69127375.73459716,USD,,-2.9539,USD,-202.24999135,0,Energy minerals,
KORE,"KORE Group Holdings, Inc.",2.52,USD,1.20481928,436,0.02064912,42861057.68674699,USD,,-8.4682,USD,31.9249166,0,Technology services,Buy
KOSS,Koss Corporation,5.21,USD,0,3458,0.07149769,48847893.99999999,USD,,-0.0811,USD,26.80505415,0,Consumer durables,
KPLT,"Katapult Holdings, Inc.",10.71,USD,1.85449358,3241,0.20220611,47022461.2553495,USD,,-8.2441,USD,-0.10685707,0,Commercial services,Neutral
KPRX,"Kiora Pharmaceuticals, Inc.",2.99,USD,1.3559322,1976,0.11377508,8972356.52542373,USD,,-0.5353,USD,98.53992499,0,Health technology,
KPTI,Karyopharm Therapeutics Inc.,6.41,USD,0.62794349,51164,0.2801669,53946586.16326531,USD,,-15.3426,USD,18.33917033,0,Health technology,Buy
KRBP,"Kiromic BioPharma, Inc.",1.5,USD,0,400,0.35435861,3980219,USD,,-22.8636,USD,-4.25670654,0,Health technology,
KRKR,36Kr Holdings Inc.,4.5,USD,-2.28013029,3255,0.05313791,8981063,USD,,,,,0,Technology services,
KSCP,"Knightscope, Inc.",5.77,USD,1.22807018,41920,0.20397498,24303867.61403509,USD,,-13.8631,USD,49.84225189,0,Producer manufacturing,Strong buy
KTCC,Key Tronic Corporation,2.905,USD,0.17241379,1081,0.02989516,31263237.35862069,USD,,-0.743,USD,-281.9294809,0,Electronic technology,
KTTA,Pasithea Therapeutics Corp.,1.07,USD,-0.92592593,9551,0.09312607,1355076.73148148,USD,,-15.1289,USD,-22.04662794,0,Health technology,
KXIN,Kaixin Holdings,1.14,USD,0.88495575,10913,0.03663692,1922600.92035398,USD,,-2.1512,USD,-2552.52774353,0,Retail trade,
KZR,"Kezar Life Sciences, Inc.",5.99,USD,3.27586207,5014,0.12785206,43727002.06551724,USD,,-13.1521,USD,-8.52015347,0,Health technology,Buy
LADX,LadRx Corporation,2.05,USD,0.49019608,712,1.46381579,1014938.80361174,USD,,-5.6128,USD,98.80119761,0,Health technology,
LASE,Laser Photonics Corporation,3.505,USD,-0.14245014,28195,0.13913515,50059792.02849002,USD,,-0.9886,USD,-78.89974665,0,Electronic technology,
LBGJ,Li Bang International Corporation Inc.,1.31,USD,-34.5,164662,0.52125614,24261200,USD,,-0.074,USD,-322.22222222,0,Consumer durables,
LCFY,Locafy Limited,6.08,USD,0.8291874,554,0.06889091,8403689.28689884,USD,,,,,0,Technology services,
LCTC,"Lifeloc Technologies, Inc.",3.42,USD,-0.86956522,450,0.41794372,9111277,USD,,-0.2591,USD,-821.7270195,0,Electronic technology,
LDWY,"Lendway, Inc.",3.9594,USD,0.23797468,552,0.14078759,7006550.23048101,USD,,-1.8344,USD,-235.72474378,0,Commercial services,
LEAT,Leatt Corp.,7.5,USD,0.67114094,200,0.07021732,46615796.97986577,USD,,-0.5172,USD,-387.65294772,0,Consumer durables,
LEDS,SemiLEDS Corporation,1.6778,USD,4.8625,2655,0.11588826,12099853.1775,USD,,-0.312,USD,45.0413951,0,Electronic technology,
LEE,"Lee Enterprises, Incorporated",8.9599,USD,1.81704545,2631,0.1275556,55470195.16063635,USD,,-7.2151,USD,-645.74677003,0,Consumer services,
LEXX,Lexaria Bioscience Corp.,1.23,USD,1.65289256,5468,0.03397377,21589689.8677686,USD,,-0.4893,USD,58.64953942,0,Health technology,Strong buy
LFGP,"Ledyard Financial Group, Inc.",15.05,USD,-0.98684211,6655,0.71897755,51890728,USD,15.589393,0.9654,USD,2.46232222,5.5814,Finance,
LFWD,Lifeward Ltd.,1.6501,USD,-1.7797619,17385,0.06258189,17539408.91220238,USD,,-2.2402,USD,11.76146211,0,Health technology,Strong buy
LGCY,Legacy Education Inc.,6.82,USD,-2.15208034,4872,0.05720908,84435416.06886658,USD,13.13306374,0.5193,USD,54.83005367,0,Consumer services,Strong buy
LGL,"LGL Group, Inc. (The)",6.5,USD,2.68562401,604,0.13493287,34924857.34597156,USD,97.45127436,0.0667,USD,33.4,0,Electronic technology,
LGVN,Longeveron Inc.,1.3595,USD,2.21804511,26504,0.03834107,20170595.86804511,USD,,-4.0538,USD,60.32376776,0,Health technology,Strong buy
LICN,Lichen International Limited,5.4,USD,-10,27589,0.11789397,3817800,USD,,,,,0,Commercial services,
LINK,"Interlink Electronics, Inc.",5.99,USD,2.04429302,4194,0.18031187,59086640.65587734,USD,,-0.2268,USD,-308.83977901,0,Electronic technology,
LIPO,Lipella Pharmaceuticals Inc.,2.6069,USD,3.86055777,21049,0.18637709,3151531.26306773,USD,,-4.4954,USD,24.79338843,0,Health technology,Strong buy
LIQT,"LiqTech International, Inc.",1.3984,USD,-5.69193418,4152,0.43998898,13214042.54437551,USD,,-1.8239,USD,-36.25429553,0,Producer manufacturing,Strong buy
LITB,"LightInTheBox Holding Co., Ltd.",1.0201,USD,1,9541,0.32986333,18568409,USD,,-0.3864,USD,86.38813541,0,Retail trade,
LIVE,Live Ventures Incorporated,7.4,USD,-4.16990417,2258,0.1997523,22987590,USD,,-8.1363,USD,-873.12522426,0,Consumer durables,
LIXT,"Lixte Biotechnology Holdings, Inc.",1.16,USD,-4.1322314,7833,0.22978828,3113526.28099174,USD,,-1.7786,USD,46.00157872,0,Health technology,
LKCO,Luokung Technology Corp,1.6107,USD,0.66875,847,0.05118381,11078940.224625,USD,,-70.3765,USD,-2578.35667529,0,Technology services,
LKST,"LookSmart Group, Inc.",4.26,USD,-39.14285714,103,0.2877095,247080,USD,,,,,0,Commercial services,
LMFA,"LM Funding America, Inc.",1.45,USD,3.57142857,2469,0.04484077,7443447.60714286,USD,,-4.91,USD,68.38519835,0,Commercial services,Buy
LOAN,"Manhattan Bridge Capital, Inc",5.57,USD,-0.97777778,4862,0.45019769,64342411.99999999,USD,11.31194151,0.4924,USD,6.23516721,8.17778,Finance,Neutral
LOBO,LOBO EV TECHNOLOGIES LTD.,1.29,USD,4.87804878,4072,0.40588089,11132700,USD,,,,,0,Consumer durables,
LOCL,Local Bounti Corporation,2.42,USD,-1.2244898,1058,0.15579443,20946719.91836734,USD,,-17.9987,USD,-59.70027417,0,Finance,Strong buy
LODE,Comstock Inc.,2.48,USD,2.90456432,123363,0.23442417,58943595.5186722,USD,,-1.3004,USD,44.54347733,0,Process industries,Neutral
LOOP,"Loop Industries, Inc.",1.24,USD,-0.40160643,2475,0.02747,59049125.68674698,USD,,-0.5681,USD,-155.55555556,0,Process industries,Strong buy
LPCN,Lipocine Inc.,3.18,USD,3.58306189,3331,0.25807101,17006448.37133551,USD,,-0.7598,USD,75.83640758,0,Health technology,Strong buy
LPSN,"LivePerson, Inc.",1.055,USD,0.47619048,206246,0.12514358,95845947.19523805,USD,,-1.5349,USD,-13.91568948,0,Technology services,Neutral
LPTH,"LightPath Technologies, Inc.",2.105,USD,-2.09302326,33450,0.12334044,84538425.25581396,USD,,-0.2357,USD,-72.9273661,0,Electronic technology,Strong buy
LRE,"Lead Real Estate Co., Ltd",1.25,USD,-1.57480315,124,0.02174523,17325213,USD,4.11454905,0.3038,USD,5.30329289,1.28969,Finance,
LSB,"LakeShore Biopharma Co., Ltd",2.2796,USD,11.75057601,110,0.01426219,43496482.25383598,USD,,,,,0,Health technology,
LSBK,"Lake Shore Bancorp, Inc.",15.63,USD,-3.1598513,27906,4.52894493,88153310.00000001,USD,18.18922379,0.8593,USD,3.99370689,4.60653,Finance,
LSE,"Leishen Energy Holding Co., Ltd.",5.33,USD,0.56603774,1687,0.13676419,90743250.00000001,USD,11.11111111,0.4797,USD,-31.73473744,0,Industrial services,
LSF,"Laird Superfood, Inc.",5.48,USD,-6.32478632,34731,0.32220866,56441183.1863248,USD,,-0.1873,USD,82.91993434,0,Consumer non-durables,Strong buy
LSH,Lakeside Holding Limited,1.165,USD,-0.42735043,26369,0.23751298,8737500,USD,,-0.4357,USD,-992.82786885,0,Transportation,
LSTA,"Lisata Therapeutics, Inc.",2.215,USD,3.02325581,1859,0.08464891,19093659.5511628,USD,,-2.3994,USD,7.07203718,0,Health technology,Strong buy
LTRN,Lantern Pharma Inc.,3.99,USD,2.57069409,2611,0.0500795,43031050.44215939,USD,,-1.7736,USD,-27.0487106,0,Health technology,Strong buy
LTRY,"Lottery.com, Inc.",1.18,USD,0.85470085,321788,0.12128756,14255484.18803419,USD,,-9.9562,USD,-72.22279882,0,Consumer services,
LUCD,Lucid Diagnostics Inc.,1.37,USD,5.38461538,151179,0.1873615,81299194.43846154,USD,,-1.132,USD,19.59085097,0,Health technology,Strong buy
LUCY,"Innovative Eyewear, Inc.",4.1,USD,-1.9138756,2348,0.12933931,10013217.15311005,USD,,-9.6069,USD,32.93799824,0,Retail trade,
LVTX,LAVA Therapeutics N.V.,1.3,USD,1.5625,5416,0.0023812,34179841.71875,USD,,-1.0307,USD,46.31491224,0,Health technology,Neutral
LXEH,"Lixiang Education Holding Co., Ltd.",8.86,USD,-1.77383592,2309,0.19873649,10523364,USD,,-12.4717,USD,-426.34311036,0,Commercial services,
LXEO,"Lexeo Therapeutics, Inc.",2.49,USD,-0.4,183644,0.31844646,82334202.552,USD,,-2.8428,USD,,0,Health technology,Strong buy
MAAL,"Marketing Alliance, Inc. (The)",1.26,USD,1.20481928,3033,0.36577865,10120655,USD,,-0.0025,USD,-101.82215743,11.9048,Finance,
MACT,"MachTen, Inc.",7.75,USD,0,455,0.16392261,25361200,USD,,,,,0,Finance,
MAIA,"MAIA Biotechnology, Inc.",1.625,USD,-1.51515152,8282,0.0447149,42506356.06060606,USD,,-1.3411,USD,8.20670773,0,Health technology,Strong buy
MARPS,Marine Petroleum Trust,3.8958,USD,0.40721649,4670,0.66593466,7791600,USD,12.97302697,0.3003,USD,-33.37031285,8.49176,Miscellaneous,
MASK,3 E Network Technology Group Ltd,2.73,USD,1.86567164,1601,0.0754118,30576000,USD,19.84011628,0.1376,USD,55.48022599,0,Technology services,
MATH,Metalpha Technology Holding Limited,1.7,USD,2.40963855,22292,0.09658784,65234729.81927712,USD,10.38485034,0.1637,USD,,0,Transportation,
MAXN,"Maxeon Solar Technologies, Ltd.",3.095,USD,-4.47530864,45016,0.12940042,47322550,USD,,-549.589,USD,-55.02472378,0,Utilities,Neutral
MAYAU,Maywood Acquisition Corp.,10.11,USD,0.06433414,5133,0.03317102,78175831,USD,,,,,0,Finance,
MBBC,Marathon Bancorp Inc.,14,USD,3.32103321,992,1.30491976,29900646.09800363,USD,,-0.1572,USD,-127.2066459,0,Finance,
MBIO,"Mustang Bio, Inc.",1.545,USD,-4.62962963,44313,0.20711345,4257272.2962963,USD,,-89.429,USD,70.56707478,0,Health technology,
MBOT,Microbot Medical Inc.,1.365,USD,0.36764706,205053,0.1187838,47426210.38235293,USD,,-0.7993,USD,33.19682407,0,Health technology,Strong buy
MBRX,"Moleculin Biotech, Inc.",1.129,USD,4.53703704,246754,0.03394146,15018516.22777778,USD,,-11.6911,USD,13.5171322,0,Health technology,Buy
MCHT,Mauch Chunk Trust Financial Corp.,6.25,USD,-3.10077519,200,0.1251173,21154375,USD,10.12309686,0.6174,USD,-40.5431433,4.46154,Finance,
MCHX,"Marchex, Inc.",1.95,USD,-1.51515152,12906,0.2455629,85180578,USD,,-0.0972,USD,66.45962733,0,Commercial services,Strong buy
MCTR,CTRL Group Limited,5.35,USD,0.56390977,28964,0.40589248,81854999.99999999,USD,,,,,0,Electronic technology,
MCVT,"Mill City Ventures III, Ltd.",1.92,USD,-1.53846154,28003,0.03729857,12259689.35384616,USD,35.16483516,0.0546,USD,,0,Finance,
MDAI,"Spectral AI, Inc.",1.55,USD,-0.64102564,73673,0.18180037,32943228.0448718,USD,,-0.6608,USD,37.98798799,0,Health technology,Strong buy
MDBH,"MDB Capital Holdings, LLC",6.5638,USD,-2.54194506,261,0.07879245,65313956.84023756,USD,,-2.7334,USD,-1203.48116357,0,Finance,
MDCX,Medicus Pharma Ltd.,3,USD,3.44827586,12727,0.12654628,35450163,USD,,-1.3628082,USD,,0,Health technology,Strong buy
MDIA,Mediaco Holding Inc.,1.21,USD,1.76619008,6969,0.32529547,56553418.61227923,USD,,-0.4141,USD,76.33849494,0,Consumer services,
MDRR,"Medalist Diversified REIT, Inc.",12.3669,USD,-2.00554675,769,0.16066355,22155091,USD,,-0.4494,USD,89.09170348,1.70365,Finance,
MDXH,MDxHealth SA,1.6,USD,-2.43902439,30459,0.26522896,79195739.51219514,USD,,-1.2743,USD,23.10987751,0,Health technology,Strong buy
ME,23andMe Holding Co.,1.495,USD,9.12408759,126836,0.20987895,40106200.22262774,USD,,-15.7226,USD,-4.12455794,0,Health technology,Neutral
MEGL,Magic Empire Global Limited,1.44,USD,-1.36986301,9855,0.02039823,5852196.49315069,USD,,-0.0037,USD,87.19723183,0,Finance,
MEIP,"MEI Pharma, Inc.",2.35,USD,-3.29218107,30902,4.44447641,15657714.42386831,USD,,-5.7357,USD,-292.58948358,0,Health technology,
